Timestamp,Email,Satisfaction
2021-07-17 14:09:45,canderson@acme.com,5
2021-07-27 10:15:50,mcorleone@acme.com,2
2021-08-02 08:04:51,vincentv@acme.com,3
2021-08-17 15:33:34,max_cady@acme.com,2
2021-08-18 12:39:15,jessica_bunbury@acme.com,5
2021-08-19 08:24:13,nmiller@acme.com,3
2021-08-30 10:21:25,adils@acme.com,4
2021-09-06 09:55:32,maruk_fraval@acme.com,2
2021-09-07 18:55:09,cybarra@acme.com,2
2021-09-26 08:18:53,kathleenk@acme.com,5
2021-09-26 11:20:04,alexandrak@acme.com,5
2021-09-27 08:51:04,dallasl@acme.com,4
2021-09-27 16:37:25,cvolk@acme.com,4
2021-10-01 10:06:16,qrarrick@acme.com,4
2021-10-02 12:40:09,cndzi@acme.com,2
2021-10-02 13:47:17,leigh_smith@acme.com,3
2021-10-03 19:02:24,cstrong@acme.com,3
2021-10-09 09:15:12,ccierpiszewski@acme.com,5
2021-10-27 13:02:26,mia_brown@acme.com,4
2021-10-29 15:06:09,constance_sloan@acme.com,3
2021-10-30 10:30:10,ebonee_peterson@acme.com,4
2021-11-07 13:15:58,ddavis@acme.com,2
2021-11-10 07:29:54,bradp@acme.com,1
2021-11-11 09:13:52,erasumus_monkfish@acme.com,3
2021-11-11 09:23:47,llynch@acme.com,4
2021-11-13 09:32:40,melisag@acme.com,4
2021-11-13 11:34:29,lucas_patronick@acme.com,3
2021-11-13 15:54:58,susan_ferguson@acme.com,1
2021-11-14 09:05:45,donyshak@acme.com,5
2021-11-14 15:08:33,georgej@acme.com,3
2021-12-04 13:16:05,hrivera@acme.com,5
2021-12-05 07:59:23,joanneh@acme.com,4
2022-01-05 15:31:44,nsadki@acme.com,5
2022-01-07 10:28:32,afoster-baker@acme.com,2
2022-01-08 12:15:26,kissys@acme.com,3
2022-01-09 11:18:08,jack_torrence@acme.com,4
2022-01-09 13:54:17,pmoran@acme.com,4
2022-01-09 16:32:20,talagbe@acme.com,4
2022-01-10 13:01:10,cherly_robinson@acme.com,2
2022-01-10 15:47:31,scottw@acme.com,5
2022-01-10 17:35:50,john_kretschmer@acme.com,3
2022-01-11 09:00:48,cybil_trzeciak@acme.com,4
2022-01-11 10:05:21,vito_corleone@acme.com,5
2022-01-11 10:57:51,hans_landa@acme.com,3
2022-01-11 11:38:33,kdel_bosque@acme.com,4
2022-01-11 12:21:46,ricardo_ruiz@acme.com,4
2022-01-12 14:58:59,jwilliams@acme.com,2
2022-01-12 18:21:43,lfidelia@acme.com,4
2022-01-12 18:33:31,betsy_bondwell@acme.com,5
2022-01-13 10:27:43,rbaczenski@acme.com,5
2022-01-13 14:35:38,jjung@acme.com,5
2022-01-15 08:51:37,christieh@acme.com,1
2022-01-15 11:39:36,barbarams@acme.com,5
2022-01-15 17:10:51,xpotts@acme.com,4
2022-01-15 19:02:23,alain_robinson@acme.com,5
2022-01-16 11:39:16,msmith@acme.com,5
2022-01-16 16:59:24,edriver@acme.com,5
2022-01-16 19:07:49,landerson@acme.com,4
2022-01-28 12:54:21,llindsay@acme.com,3
2022-02-20 11:19:24,taylors@acme.com,1
2022-02-21 10:09:50,jhudson@acme.com,4
2022-02-21 18:13:00,peterm@acme.com,1
2022-02-25 15:28:41,jenna_dietrich@acme.com,1
2022-02-25 17:45:38,nbates@acme.com,4
2022-02-26 09:36:12,francesco_barone@acme.com,3
2022-02-28 17:30:11,squinn@acme.com,3
2022-03-06 10:27:53,jburke@acme.com,3
2022-03-06 17:40:12,noahv@acme.com,1
2022-03-08 19:08:56,mguilianno@acme.com,4
2022-03-14 13:54:05,fkreuger@acme.com,4
2022-04-02 12:56:09,denisa_dobrin@acme.com,5
2022-04-02 14:22:53,seanb@acme.com,2
2022-04-04 12:24:10,mohammed_latif@acme.com,3
2022-04-04 16:25:02,emeads@acme.com,5
2022-04-04 17:15:08,shana_petingill@acme.com,5
2022-04-05 15:07:43,thomas_barbara@acme.com,2
2022-04-06 13:43:02,mariannee@acme.com,3
2022-04-06 18:04:14,alexg@acme.com,3
2022-04-07 13:07:38,courtneyb@acme.com,5
2022-04-08 07:59:03,carla_demita@acme.com,5
2022-04-08 10:40:25,brossetti@acme.com,4
2022-04-08 12:03:24,dbrill@acme.com,4
2022-04-09 18:01:26,miguele@acme.com,3
2022-04-10 07:35:44,diannab@acme.com,2
2022-04-11 13:42:19,benjaminb@acme.com,5
2022-04-16 13:43:04,jzamora@acme.com,3
2022-04-20 13:00:30,jasonf@acme.com,5
2022-04-27 18:33:59,amyd@acme.com,4
2022-05-01 11:45:22,gleruth@acme.com,3
2022-05-06 09:41:49,lisag@acme.com,3
2022-05-15 13:34:54,barbara_sutwell@acme.com,5
2022-05-17 07:22:00,barry_wilber@acme.com,3
2022-05-18 10:11:15,anton_chigurh@acme.com,5
2022-05-18 13:19:48,shakirap@acme.com,5
2022-05-18 13:24:43,mpower@acme.com,4
2022-05-18 13:50:45,barbarag@acme.com,4
2022-05-19 12:40:16,lenora_tejeda@acme.com,5
2022-05-19 15:43:35,hlecter@acme.com,1
2022-05-21 09:35:50,thomasr@acme.com,4
2022-05-22 09:37:50,jamesd@acme.com,3
2022-06-01 08:18:53,shana_maurice@acme.com,4
2022-06-10 08:03:20,julias@acme.com,4
2022-07-03 09:51:11,davidg@acme.com,1
2022-07-04 11:42:04,enolac@acme.com,4
2022-07-06 08:21:49,jackiev@acme.com,3
2022-07-06 09:52:55,marilyn_linares@acme.com,1
2022-07-06 16:57:55,erminep@acme.com,5
2022-07-06 18:45:57,tjeannite@acme.com,1
2022-07-07 08:07:25,jdarson@acme.com,4
2022-07-07 09:37:48,wadinolfi@acme.com,3
2022-07-08 13:30:02,jking@acme.com,4
2022-07-11 07:16:26,canderson@acme.com,4
2022-07-11 14:32:02,stheamstern@acme.com,4
2022-07-12 08:58:27,lindab@acme.com,3
2022-07-12 16:14:29,cayo_gonzalez@acme.com,5
2022-07-14 17:25:18,enricol@acme.com,5
2022-07-16 16:46:39,scole@acme.com,4
2022-07-20 10:11:07,mcorleone@acme.com,2
2022-08-05 08:55:37,vincentv@acme.com,2
2022-08-14 07:38:12,aveera@acme.com,2
2022-08-14 15:22:15,aheitzman@acme.com,2
2022-08-17 18:08:49,theresa_wallace@acme.com,3
2022-08-20 07:23:30,max_cady@acme.com,3
2022-08-21 08:36:23,bmiller@acme.com,4
2022-09-03 18:18:01,adils@acme.com,4
2022-09-05 17:09:36,rick_clayton@acme.com,5
2022-09-09 16:06:06,cybarra@acme.com,2
2022-09-12 07:57:16,maruk_fraval@acme.com,2
2022-09-26 07:17:22,nbarton@acme.com,5
2022-09-27 12:48:39,dallasl@acme.com,3
2022-09-28 16:24:51,kathleenk@acme.com,4
2022-10-01 08:37:02,smaclennan@acme.com,4
2022-10-01 18:26:58,cvolk@acme.com,4
2022-10-02 12:10:24,qrarrick@acme.com,4
2022-10-03 13:12:47,kspirea@acme.com,4
2022-10-04 12:23:37,ccierpiszewski@acme.com,5
2022-10-04 14:03:31,cstrong@acme.com,4
2022-10-29 12:13:53,constance_sloan@acme.com,3
2022-10-30 18:04:55,ebonee_peterson@acme.com,5
2022-11-01 11:19:32,mia_brown@acme.com,4
2022-11-07 12:03:01,erasumus_monkfish@acme.com,3
2022-11-08 08:46:15,melisag@acme.com,4
2022-11-08 11:14:33,mjackson@acme.com,5
2022-11-09 18:55:54,llynch@acme.com,4
2022-11-11 09:08:07,bradp@acme.com,1
2022-11-12 12:05:20,georgej@acme.com,3
2022-11-12 12:47:22,ddavis@acme.com,2
2022-11-12 18:05:09,adells@acme.com,3
2022-11-13 14:23:05,susan_ferguson@acme.com,1
2022-11-13 15:55:13,lucas_patronick@acme.com,3
2022-12-03 11:00:05,joanneh@acme.com,4
2022-12-05 09:15:31,hrivera@acme.com,5
2023-01-05 12:17:14,vito_corleone@acme.com,5
2023-01-07 18:06:00,nsadki@acme.com,5
2023-01-08 11:56:05,sandy_mckenna@acme.com,3
2023-01-08 15:34:32,talagbe@acme.com,4
2023-01-09 11:54:49,ricardo_ruiz@acme.com,4
2023-01-09 13:11:16,afoster-baker@acme.com,2
2023-01-09 18:27:37,kissys@acme.com,4
2023-01-10 10:59:15,lily_dinocco@acme.com,4
2023-01-10 12:15:42,jack_torrence@acme.com,4
2023-01-10 12:22:12,lfidelia@acme.com,4
2023-01-10 13:16:02,barbarams@acme.com,5
2023-01-10 16:44:46,pmoran@acme.com,4
2023-01-11 08:53:17,cherly_robinson@acme.com,3
2023-01-11 17:22:51,john_kretschmer@acme.com,3
2023-01-12 12:09:22,jwinthrop@acme.com,3
2023-01-13 08:14:24,kdel_bosque@acme.com,4
2023-01-13 17:11:32,rbaczenski@acme.com,5
2023-01-14 08:49:06,xpotts@acme.com,4
2023-01-14 08:53:26,alain_robinson@acme.com,5
2023-01-14 09:08:20,landerson@acme.com,5
2023-01-14 10:08:01,christieh@acme.com,2
2023-01-15 17:01:31,hans_landa@acme.com,3
2023-01-16 16:31:45,edriver@acme.com,5
2023-01-17 09:45:41,jjung@acme.com,4
2023-01-17 09:55:21,msmith@acme.com,5
2023-01-24 09:48:02,sroup@acme.com,4
2023-01-26 10:26:51,llindsay@acme.com,3
2023-02-21 08:51:14,jeanettet@acme.com,5
2023-02-21 13:55:34,jhudson@acme.com,4
2023-02-22 09:51:18,peterm@acme.com,1
2023-02-24 10:58:59,edward_true@acme.com,1
2023-02-25 14:34:42,francesco_barone@acme.com,3
2023-02-25 18:29:23,taylors@acme.com,1
2023-02-27 15:45:51,jenna_dietrich@acme.com,1
2023-02-28 17:17:25,nbates@acme.com,3
2023-03-07 08:25:35,noahv@acme.com,1
2023-03-09 09:38:21,jburke@acme.com,4
2023-03-12 18:13:15,fkreuger@acme.com,4
2023-04-01 10:21:21,dawn_motlagh@acme.com,4
2023-04-02 13:39:24,thomas_barbara@acme.com,2
2023-04-03 08:51:40,alexg@acme.com,3
2023-04-03 17:15:26,emeads@acme.com,5
2023-04-04 07:35:09,benjaminb@acme.com,5
2023-04-05 07:41:04,horia_ndzi@acme.com,1
2023-04-05 12:20:11,diannab@acme.com,2
2023-04-05 15:38:42,courtneyb@acme.com,5
2023-04-06 13:50:20,shana_petingill@acme.com,5
2023-04-06 15:13:51,seanb@acme.com,3
2023-04-07 15:47:27,denisa_dobrin@acme.com,5
2023-04-08 07:53:04,sharin@acme.com,3
2023-04-08 14:19:43,mariannee@acme.com,3
2023-04-08 15:50:51,miguele@acme.com,3
2023-04-10 18:50:19,brossetti@acme.com,4
2023-04-11 07:57:03,carla_demita@acme.com,5
2023-04-15 07:21:02,jasonf@acme.com,5
2023-04-16 10:01:19,jzamora@acme.com,3
2023-05-02 08:40:44,amyd@acme.com,4
2023-05-06 15:25:14,lisag@acme.com,2
2023-05-07 09:40:29,gleruth@acme.com,3
2023-05-13 14:29:29,ksquatrito@acme.com,3
2023-05-13 18:06:22,luisam@acme.com,3
2023-05-14 13:48:42,anton_chigurh@acme.com,5
2023-05-15 17:45:52,barbara_sutwell@acme.com,5
2023-05-16 08:28:44,malikim@acme.com,5
2023-05-17 10:22:48,barry_wilber@acme.com,2
2023-05-17 15:18:06,thomasr@acme.com,4
2023-05-18 07:54:21,barbarag@acme.com,4
2023-05-19 09:12:41,jamesd@acme.com,4
2023-05-19 09:48:40,hlecter@acme.com,1
2023-05-20 18:20:34,lenora_tejeda@acme.com,5
2023-05-23 08:06:22,mpower@acme.com,4
2023-05-31 07:41:49,shana_maurice@acme.com,4
2023-06-14 13:34:31,julias@acme.com,5
2023-07-04 14:31:28,enolac@acme.com,4
2023-07-04 18:35:30,jking@acme.com,4
2023-07-06 10:12:53,jdarson@acme.com,4
2023-07-08 08:04:04,davidg@acme.com,1
2023-07-08 14:45:50,susanl@acme.com,5
2023-07-08 17:04:51,marilyn_linares@acme.com,1
2023-07-08 17:34:09,jackiev@acme.com,3
2023-07-09 07:16:53,eliasr@acme.com,5
2023-07-10 14:13:28,lei-mingn@acme.com,5
2023-07-10 19:07:33,lindab@acme.com,3
2023-07-11 07:45:11,wadinolfi@acme.com,3
2023-07-11 08:03:26,scole@acme.com,4
2023-07-11 11:17:18,tjeannite@acme.com,1
2023-07-12 14:45:22,stheamstern@acme.com,4
2023-07-12 15:47:04,erminep@acme.com,5
2023-07-13 09:14:36,scottb@acme.com,4
2023-07-13 11:16:12,donovan_chang@acme.com,5
2023-07-13 15:29:42,enricol@acme.com,5
2023-07-13 17:48:14,mathewl@acme.com,2
2023-07-14 09:51:30,cayo_gonzalez@acme.com,5
2023-07-14 12:06:34,mmyers@acme.com,5
2023-07-15 17:05:30,dheepan@acme.com,5
2023-07-15 18:18:43,jcockel@acme.com,4
2023-07-18 09:15:09,canderson@acme.com,4
2023-07-21 15:31:20,mcorleone@acme.com,2
2023-08-07 11:19:29,vincentv@acme.com,3
2023-08-13 10:29:13,aheitzman@acme.com,2
2023-08-17 18:12:37,aveera@acme.com,3
2023-08-19 17:38:03,roxana_goyal@acme.com,5
2023-08-20 14:08:55,max_cady@acme.com,4
2023-08-20 15:32:18,rose_ivey@acme.com,3
2023-08-21 11:24:57,bmiller@acme.com,4
2023-08-22 09:12:57,bkhemmich@acme.com,5
2023-08-22 15:12:29,lowanmb@acme.com,1
2023-08-25 16:36:58,sshields@acme.com,5
2023-08-26 17:31:53,lisa_lunquist@acme.com,5
2023-09-03 17:57:59,cybarra@acme.com,2
2023-09-05 11:56:46,rick_clayton@acme.com,5
2023-09-06 18:26:39,adils@acme.com,4
2023-09-08 18:05:59,maruk_fraval@acme.com,2
2023-09-24 15:09:00,nbarton@acme.com,5
2023-09-26 07:40:34,smaclennan@acme.com,4
2023-09-27 13:01:17,kathleenk@acme.com,4
2023-09-29 11:13:20,cstrong@acme.com,4
2023-09-30 07:17:46,pgosciminski@acme.com,2
2023-09-30 09:43:21,qrarrick@acme.com,3
2023-10-01 16:54:27,dallasl@acme.com,3
2023-10-02 12:52:56,cvolk@acme.com,4
2023-10-02 15:52:58,ketsia_liebig@acme.com,5
2023-10-02 15:58:58,noris@acme.com,5
2023-10-02 16:15:41,sam_athwal@acme.com,4
2023-10-03 15:23:57,hjacobi@acme.com,5
2023-10-04 10:40:01,jonque@acme.com,4
2023-10-04 17:21:48,ccierpiszewski@acme.com,5
2023-10-05 17:29:31,aosturnka@acme.com,3
2023-10-07 13:11:35,kramer_keatts@acme.com,4
2023-10-07 14:30:04,kspirea@acme.com,4
2023-10-27 09:39:04,ebonee_peterson@acme.com,5
2023-11-02 13:09:44,constance_sloan@acme.com,3
2023-11-03 09:57:17,mia_brown@acme.com,4
2023-11-05 16:12:42,bradp@acme.com,1
2023-11-06 08:16:05,adells@acme.com,4
2023-11-07 15:48:59,erasumus_monkfish@acme.com,2
2023-11-09 12:19:16,melisag@acme.com,4
2023-11-09 17:25:32,lucas_patronick@acme.com,3
2023-11-10 14:08:47,mjackson@acme.com,5
2023-11-10 18:50:51,ddavis@acme.com,2
2023-11-11 13:38:31,georgej@acme.com,3
2023-11-11 14:45:47,judith_carabbio@acme.com,4
2023-11-11 15:51:04,sandram@acme.com,5
2023-11-12 13:33:40,earnest_hankard@acme.com,4
2023-11-12 17:47:35,debbiem@acme.com,3
2023-11-13 18:30:10,llynch@acme.com,4
2023-11-14 13:28:08,susan_ferguson@acme.com,1
2023-11-15 08:56:26,sheniceg@acme.com,5
2023-11-17 15:39:11,ssmith@acme.com,3
2023-11-18 16:47:47,josephineb@acme.com,5
2023-12-03 12:20:06,hrivera@acme.com,5
2023-12-04 08:07:29,joanneh@acme.com,4
2024-01-05 10:06:50,edougall@acme.com,5
2024-01-05 16:51:34,vito_corleone@acme.com,5
2024-01-06 10:32:40,wlarotonda@acme.com,5
2024-01-08 15:53:48,afoster-baker@acme.com,2
2024-01-09 09:08:44,jack_torrence@acme.com,4
2024-01-09 13:11:38,lfidelia@acme.com,4
2024-01-09 13:33:07,snehaj@acme.com,4
2024-01-10 17:56:46,barbarams@acme.com,5
2024-01-11 07:37:19,sandy_mckenna@acme.com,2
2024-01-11 10:29:08,jjung@acme.com,4
2024-01-11 10:56:05,lily_dinocco@acme.com,4
2024-01-11 11:00:31,nsadki@acme.com,5
2024-01-11 12:07:11,landerson@acme.com,5
2024-01-11 12:12:36,msmith@acme.com,5
2024-01-11 12:59:44,louisp@acme.com,5
2024-01-11 13:56:24,talagbe@acme.com,4
2024-01-12 14:47:21,arose@acme.com,3
2024-01-12 17:43:04,pmoran@acme.com,5
2024-01-13 07:52:28,lmahoney@acme.com,2
2024-01-13 13:12:23,jwinthrop@acme.com,3
2024-01-14 10:13:09,cherly_robinson@acme.com,3
2024-01-14 16:18:39,edriver@acme.com,5
2024-01-14 17:52:05,rbaczenski@acme.com,5
2024-01-15 13:38:49,kissys@acme.com,3
2024-01-15 18:00:03,kdel_bosque@acme.com,4
2024-01-16 17:14:22,xpotts@acme.com,4
2024-01-17 09:40:07,john_kretschmer@acme.com,3
2024-01-20 19:08:48,sroup@acme.com,3
2024-01-25 09:04:06,llindsay@acme.com,3
2024-02-17 10:54:44,clintono@acme.com,4
2024-02-17 12:44:10,peterm@acme.com,1
2024-02-17 12:52:52,bknapp@acme.com,2
2024-02-18 11:11:18,meit@acme.com,5
2024-02-19 09:11:50,nfancett@acme.com,4
2024-02-20 09:31:41,frank_booth@acme.com,5
2024-02-20 18:10:42,jeanettet@acme.com,5
2024-02-21 13:26:56,francesco_barone@acme.com,3
2024-02-21 14:58:11,edward_true@acme.com,2
2024-02-21 17:34:38,taylors@acme.com,1
2024-02-22 10:15:55,april_evensen@acme.com,3
2024-02-22 13:13:54,jenna_dietrich@acme.com,1
2024-02-23 10:40:10,ricks@acme.com,3
2024-02-24 11:47:27,nbates@acme.com,4
2024-02-26 15:24:32,jhudson@acme.com,5
2024-03-07 09:02:33,noahv@acme.com,1
2024-03-07 09:40:47,jburke@acme.com,4
2024-03-08 10:14:25,fkreuger@acme.com,4
2024-04-01 16:27:07,rex_england@acme.com,2
2024-04-01 18:08:00,lynn_o'hare@acme.com,1
2024-04-02 08:09:09,sharin@acme.com,3
2024-04-02 18:00:35,michael_carey@acme.com,1
2024-04-03 13:46:25,dawn_motlagh@acme.com,4
2024-04-04 07:18:15,benjaminb@acme.com,5
2024-04-05 10:40:56,courtneyb@acme.com,5
2024-04-06 13:53:34,horia_ndzi@acme.com,1
2024-04-07 07:43:24,emeads@acme.com,5
2024-04-07 08:11:05,brossetti@acme.com,4
2024-04-07 12:31:51,seanb@acme.com,2
2024-04-07 15:47:36,denisa_dobrin@acme.com,5
2024-04-08 09:20:04,mariannee@acme.com,3
2024-04-08 13:38:03,shana_petingill@acme.com,5
2024-04-08 17:52:30,thomas_barbara@acme.com,2
2024-04-09 15:57:16,diannab@acme.com,2
2024-04-09 19:10:11,miguele@acme.com,3
2024-04-17 17:54:03,jzamora@acme.com,4
2024-04-22 08:54:54,jasonf@acme.com,5
2024-04-30 18:13:38,amyd@acme.com,3
2024-05-03 18:38:23,gleruth@acme.com,3
2024-05-05 12:04:13,debra_houlihan@acme.com,3
2024-05-05 13:23:00,lynn_daneault@acme.com,5
2024-05-07 18:08:07,lisag@acme.com,2
2024-05-12 14:08:19,richardn@acme.com,4
2024-05-14 09:03:33,linc@acme.com,4
2024-05-14 09:46:20,normans@acme.com,2
2024-05-14 13:04:18,anton_chigurh@acme.com,5
2024-05-14 17:33:06,kren@acme.com,3
2024-05-15 08:45:13,malikim@acme.com,5
2024-05-15 15:26:00,luisam@acme.com,3
2024-05-15 18:04:58,barbara_sutwell@acme.com,5
2024-05-15 18:38:33,kara_harrison@acme.com,3
2024-05-15 18:46:58,susang@acme.com,3
2024-05-16 12:57:48,lenora_tejeda@acme.com,5
2024-05-17 09:08:02,barbarag@acme.com,4
2024-05-17 14:40:34,geoffd@acme.com,4
2024-05-17 18:17:10,jamesd@acme.com,5
2024-05-18 18:02:22,mpower@acme.com,4
2024-05-19 13:49:51,hlecter@acme.com,1
2024-05-25 16:19:09,johns@acme.com,5
2024-06-01 17:16:09,shana_maurice@acme.com,4
2024-06-15 18:51:19,julias@acme.com,5
2024-07-04 12:55:04,jdarson@acme.com,4
2024-07-05 08:50:27,jackiev@acme.com,3
2024-07-05 10:39:45,marilyn_linares@acme.com,1
2024-07-06 08:35:16,lindab@acme.com,3
2024-07-07 15:46:12,yjohnston@acme.com,1
2024-07-08 09:55:44,rbecker@acme.com,4
2024-07-08 12:58:54,tjeannite@acme.com,1
2024-07-08 13:35:49,jking@acme.com,4
2024-07-08 16:53:24,dheepan@acme.com,5
2024-07-08 18:48:25,davidg@acme.com,1
2024-07-09 17:55:35,susanl@acme.com,5
2024-07-10 11:18:55,scottb@acme.com,4
2024-07-10 17:42:53,enricol@acme.com,5
2024-07-11 09:56:44,carld@acme.com,4
2024-07-11 13:04:05,stheamstern@acme.com,4
2024-07-12 07:24:10,angela_erilus@acme.com,4
2024-07-12 11:32:13,mathewl@acme.com,3
2024-07-12 13:46:51,wadinolfi@acme.com,3
2024-07-12 16:04:41,mmyers@acme.com,5
2024-07-13 10:41:50,andrew_szabo@acme.com,5
2024-07-13 14:48:02,megan_faller@acme.com,4
2024-07-13 15:10:12,donovan_chang@acme.com,5
2024-07-13 19:08:39,helenb@acme.com,2
2024-07-14 08:39:42,eliasr@acme.com,5
2024-07-14 10:23:30,lei-mingn@acme.com,5
2024-07-14 10:45:40,jasonw@acme.com,4
2024-07-14 15:42:46,canderson@acme.com,4
2024-07-14 17:02:20,scole@acme.com,3
2024-07-15 18:53:40,jcockel@acme.com,4
2024-07-18 16:38:03,cayo_gonzalez@acme.com,5
2024-07-26 07:39:34,mcorleone@acme.com,3
2024-08-05 08:12:29,vincentv@acme.com,3
2024-08-15 08:35:10,aheitzman@acme.com,2
2024-08-16 17:22:46,bmiller@acme.com,4
2024-08-17 18:24:25,max_cady@acme.com,3
2024-08-18 19:07:46,aveera@acme.com,4
2024-08-19 10:06:58,lowanmb@acme.com,1
2024-08-19 12:05:10,rwalker@acme.com,5
2024-08-19 17:31:53,sshields@acme.com,5
2024-08-19 18:43:51,roxana_goyal@acme.com,5
2024-08-20 12:52:49,lisa_lunquist@acme.com,5
2024-08-20 13:09:28,michellec@acme.com,4
2024-08-21 16:31:13,rose_ivey@acme.com,2
2024-08-22 08:11:14,bkhemmich@acme.com,5
2024-08-23 09:24:11,ahitchcock@acme.com,4
2024-08-30 09:29:46,adils@acme.com,4
2024-09-08 12:51:12,rick_clayton@acme.com,4
2024-09-12 08:06:13,maruk_fraval@acme.com,2
2024-09-22 11:16:45,amyd@acme.com,5
2024-09-24 13:58:26,nbarton@acme.com,5
2024-09-26 07:19:49,smaclennan@acme.com,4
2024-09-28 11:37:38,dallasl@acme.com,2
2024-09-29 11:06:38,colleen_zima@acme.com,5
2024-09-29 12:27:54,sterry@acme.com,1
2024-09-29 15:44:04,hang_wolk@acme.com,5
2024-09-30 08:17:51,cstrong@acme.com,4
2024-09-30 10:24:45,pgosciminski@acme.com,2
2024-09-30 14:33:55,jbuccheri@acme.com,2
2024-09-30 15:34:21,qrarrick@acme.com,4
2024-09-30 18:22:59,bchace@acme.com,5
2024-10-01 10:25:08,aosturnka@acme.com,3
